date,user,is_retweet,is_quote,text,quoted_text
https://t.co/Bb9JZpggLN
2020-11-07 16:58:38,Rahul1995Pandey,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,saleemkhan,True,False,RT @guardian: Joe Biden wins US election after four tumultuous years of Trump presidency https://t.co/dmZ8z7I3Sg,
2020-11-07 16:58:38,ryan_hughes05,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,Bisa715,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,tiffytx927,True,False,RT @TrendingRaps: BREAKING: Joe Biden has won the US presidential election https://t.co/Hfqbu7VU4n,
2020-11-07 16:58:38,arvindm4x,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,hamstrosity,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,AbarbanellE,False,True,Thank you so much!,This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for it. We have a lot of work ahead of us. Let’s get started.
https://t.co/Bb9JZpggLN
2020-11-07 16:58:38,seesawerrr,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,facts___matter,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,indeskribeabull,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,Vvelvetval,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,Garuyi,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,0308I709,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,nhspirit201,True,True,RT @jeffgiesea: GoFundMe deplatformed a voter fraud investigation effort involving cross-checking voter records after it raised $220k. This…,A reporter, @jmorse_, messaged me saying @gofundme told him they canceled the campaign because of 'attempts to spread misleading information.' When pressed, they couldn't name what was 'misleading.' 

Support us on our new platform, @givesendgo.

https://t.co/ei653H0DDV https://t.co/m5dsnsGnJX
2020-11-07 16:58:38,zijzoe,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,LyndellTab,False,True,"Peace" &amp; "Reset" #TeamBiden #PresidentElectJoe,BREAKING:  Van Jones just completely breaks down talking about Joe Biden winning the election.  Every American must watch this video.  This is how every single one of us should feel right now!  If you don't, there's something wrong with you! https://t.co/EseBk9KF4g
2020-11-07 16:58:38,FlaDems,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,AEmerson0517,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,becnel_melanie,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,Angelight_KAG,True,False,RT @RyanAFournier: The same people who believed Jussie Smollett are telling us there was no election fraud.,
2020-11-07 16:58:38,witneyjieson,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,jouvettga,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,_StixxInTheCity,False,True,We love you!!!,This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for it. We have a lot of work ahead of us. Let’s get started.
https://t.co/Bb9JZpggLN
2020-11-07 16:58:39,emilykazakh,True,False,RT @bobsmietana: Evangelical asylum-seekers stuck in Mexico hold prayer vigil for the US election https://t.co/ItCvTj8d7G via @RNS,
2020-11-07 16:58:38,yaboy40139633,False,True,this. this is what it means to vote him out. it’s hard, but we need to reflect on the pain this presidency has put us all through.,BREAKING:  Van Jones just completely breaks down talking about Joe Biden winning the election.  Every American must watch this video.  This is how every single one of us should feel right now!  If you don't, there's something wrong with you! https://t.co/EseBk9KF4g
2020-11-07 16:58:39,CurtWilliams,False,False,A few points of decency from a regularly indecent man. https://t.co/aQBJZKEe0B,
2020-11-07 16:58:39,Raleighistic,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,BlessedMess_,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,iAntonioArtale,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,kshazia210,True,False,RT @sagarcasm: US election summary https://t.co/2Z5yWz4dBD,
2020-11-07 16:58:38,knnewagb,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,youfoundsophia,False,True,YESSSSS MA'AM, MS. VICE-PRESIDENT, LETS GOOOOOOOOOOO 😭😭😭😭😭😭🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽,This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for it. We have a lot of work ahead of us. Let’s get started.
https://t.co/Bb9JZpggLN
2020-11-07 16:58:39,Sparrowmemos,True,False,RT @TeenVogue: After this presidential election, y’all damn sure need to respect us.
https://t.co/OYQ1W287Qk,
2020-11-07 16:58:39,thebillionerd,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,OfSheeps,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:38,KristiElwood,False,False,I can’t wait to sleep through the night again. It will be a long road for US to heal, but I know that @JoeBiden is up for the job. The fact that my daughter voted for the first time in this election for the first female vice President of color fills my 💙 @KamalaHarris amazing!! https://t.co/DNUuMiOihc,
2020-11-07 16:58:39,MarrowDensity,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,blehhhhn,True,False,RT @BBCBreaking: Joe Biden wins US presidential election

BBC projects he’s secured enough electoral college votes to defeat Donald Trump…,
2020-11-07 16:58:39,mhuhta,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,mariame77095295,True,False,RT @allanldsantos: US Election Problems Mirror Vote Rigging In Latin America

https://t.co/us83ORagj8,
2020-11-07 16:58:39,melissalmmags,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,diorsangell,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,mobios,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,zd2000,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,thisislagos1,False,False,US Election 2020: Joe Biden wins the presidency https://t.co/Yz25hxXKvN,
2020-11-07 16:58:39,ArianaGrande,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,LoveeRenae_,False,True,I’m so proud. ❤️❤️,This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for it. We have a lot of work ahead of us. Let’s get started.
https://t.co/Bb9JZpggLN
2020-11-07 16:58:39,diegotrejo_,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,EAM74,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,IJEOMA214,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,aasthasharma117,True,False,RT @SaketGokhale: The 1st phase of voting in Bihar happened on 28th Oct. The last phase happened today.

The counting will happen 2 days la…,
2020-11-07 16:58:39,ingridsarah,True,True,RT @T_S_P_O_O_K_Y: Correct...
Every ballot must be audited for authenticity, verified as having been cast legally and hand re-counted (not…,The same people who believed Jussie Smollett are telling us there was no election fraud.
2020-11-07 16:58:39,leeleelilo,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,camsara99,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,navigatoryadav,True,False,RT @republic: US elections LIVE: Joe Biden elected President, Harris makes history as first female VP

https://t.co/q6HCfQaxdm,
2020-11-07 16:58:39,vursxce_queen,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,xMarvelFanaticx,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,seafishmissouri,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,Tiffany15849796,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,brandnamehero,True,False,RT @JTBrown23: Black folx, y’all showed up in Atlanta, Detroit, Milwaukee, Philadelphia, and others for this country (despite voter suppres…,
2020-11-07 16:58:39,ubuibmel,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,erikadoitbig,False,True,I can’t contain my tears. It has been such a year for all of us!! So much injustice. It’s MUCH MORE than just an election. 😭,Van Jones after Biden is the elected president. https://t.co/eWHxhXUL0K
2020-11-07 16:58:39,tzmaltesemama,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,Alain_Devers,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,lgb1964,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
2020-11-07 16:58:39,Itsanita03_,True,False,RT @KamalaHarris: This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for…,
